Alignment_name	No_of_taxa	Alignment_length	Total_matrix_cells	Undetermined_characters	Missing_percent	No_variable_sites	Proportion_variable_sites	Parsimony_informative_sites	Proportion_parsimony_informative	A	C	D	E	F	G	H	I	K	L	M	N	P	Q	R	S	T	V	W	Y	B	J	Z	X	.	*	-	?
HOG0003787	27	902	24354	852	3.498	331	0.367	110	0.122	1554	387	1009	1544	1224	1816	280	1451	1518	1879	707	981	909	1072	1072	1728	1368	1680	375	948	0	0	0	3	0	0	849	0
HOG0003792	31	452	14012	954	6.808	220	0.487	86	0.19	894	249	723	634	636	623	482	683	707	1137	341	797	637	546	910	1167	504	710	175	503	0	0	0	0	0	0	954	0
HOG0003793	31	378	11718	403	3.439	93	0.246	45	0.119	772	216	537	778	639	635	459	573	445	854	244	669	629	594	692	852	477	666	154	430	0	0	0	1	0	0	402	0
HOG0003803	29	496	14384	375	2.607	273	0.55	136	0.274	639	268	623	1032	434	860	209	719	1067	1522	429	967	302	1079	435	1100	955	554	265	550	0	0	0	0	0	0	375	0
HOG0003837	28	300	8400	341	4.06	90	0.3	30	0.1	882	115	422	178	552	847	56	550	572	607	250	203	198	342	507	368	389	526	140	355	0	0	0	1	0	0	340	0
HOG0003839	30	400	12000	164	1.367	205	0.512	114	0.285	752	236	712	571	601	475	402	742	733	1204	331	515	669	430	582	1020	489	822	60	490	0	0	0	0	0	0	164	0
HOG0003841	30	406	12180	283	2.323	110	0.271	25	0.062	663	132	613	751	611	579	258	545	791	1265	322	597	849	310	686	962	446	745	88	684	0	0	0	0	0	0	283	0
HOG0003842	26	705	18330	387	2.111	432	0.613	178	0.252	1042	1018	792	1501	611	1447	573	571	504	1099	282	284	1420	1075	1704	1952	699	637	280	452	0	0	0	0	0	0	387	0
HOG0003859	30	289	8670	388	4.475	202	0.699	111	0.384	536	19	464	971	205	202	222	715	758	683	328	322	32	311	549	522	568	708	28	139	0	0	0	0	0	0	388	0
HOG0003860	30	237	7110	109	1.533	113	0.477	6	0.025	383	64	494	914	146	154	149	505	675	488	264	235	65	415	508	468	506	414	6	148	0	0	0	1	0	0	108	0
HOG0003862	31	858	26598	386	1.451	14	0.016	5	0.006	1562	620	1187	1216	918	1742	888	1253	1529	2018	742	768	1703	1842	1633	1378	1613	2341	217	1042	0	0	0	0	0	0	386	0
HOG0003864	29	812	23548	231	0.981	116	0.143	8	0.01	1425	610	1091	1155	1042	1395	908	1313	1465	1696	611	604	1319	1576	1578	1213	1442	1984	176	714	0	0	0	1	0	0	230	0
HOG0003877	29	889	25781	322	1.249	503	0.566	246	0.277	1519	732	1692	2028	1085	2318	533	1304	1528	2604	1010	749	582	822	1707	1289	1417	1956	139	445	0	0	0	0	0	0	322	0
HOG0003887	27	930	25110	1132	4.508	235	0.253	98	0.105	1038	471	1347	1469	1017	1228	739	1272	1163	2054	539	1343	1561	1307	1605	1935	1142	1592	234	922	0	0	0	0	0	0	1132	0
HOG0003898	30	468	14040	585	4.167	263	0.562	126	0.269	1228	35	775	1657	306	458	274	442	704	1493	374	417	357	853	1206	1193	645	660	31	347	0	0	0	1	0	0	584	0
HOG0003899	29	445	12905	157	1.217	169	0.38	99	0.222	845	29	775	1654	347	256	253	596	767	1560	284	590	214	823	1155	992	657	563	29	359	0	0	0	0	0	0	157	0
HOG0003907	30	305	9150	9	0.098	13	0.043	8	0.026	695	360	420	569	420	648	210	420	210	824	208	272	616	328	539	806	467	559	120	450	0	0	0	2	0	0	7	0
HOG0003909	30	421	12630	287	2.272	158	0.375	76	0.181	621	385	614	912	569	549	505	535	697	1613	293	360	628	393	667	1172	390	1006	205	229	0	0	0	4	0	0	283	0
HOG0003941	27	216	5832	32	0.549	42	0.194	2	0.009	435	54	369	400	192	295	109	406	321	436	129	350	159	214	401	459	378	431	54	208	0	0	0	0	0	0	32	0
HOG0003958	30	309	9270	16	0.173	125	0.405	64	0.207	449	498	602	1337	73	288	226	442	513	1147	126	601	116	627	560	519	374	403	31	322	0	0	0	0	0	0	16	0
HOG0003991	31	293	9083	975	10.734	202	0.689	56	0.191	484	60	551	732	264	663	78	529	736	543	141	305	388	309	493	709	427	393	2	301	0	0	0	4	0	0	971	0
HOG0003995	31	196	6076	307	5.053	141	0.719	102	0.52	355	87	358	496	307	125	197	245	632	525	146	205	186	306	218	529	228	303	106	215	0	0	0	0	0	0	307	0
HOG0003997	31	168	5208	247	4.743	60	0.357	21	0.125	368	114	288	439	361	122	98	198	355	479	67	96	169	217	469	475	349	143	57	97	0	0	0	2	0	0	245	0
HOG0004006	30	168	5040	136	2.698	116	0.69	74	0.44	443	174	146	421	183	334	90	182	345	448	53	177	187	308	419	350	170	354	86	34	0	0	0	0	0	0	136	0
HOG0004010	28	392	10976	711	6.478	226	0.577	131	0.334	799	277	342	562	594	867	736	147	636	559	192	376	1074	341	530	990	448	428	80	287	0	0	0	0	0	0	711	0
HOG0004011	29	508	14732	707	4.799	171	0.337	88	0.173	1753	323	324	700	669	1476	1218	197	636	757	361	457	1127	600	568	1463	459	541	83	313	0	0	0	3	0	0	704	0
HOG0004012	31	188	5828	189	3.243	84	0.447	15	0.08	301	92	391	504	421	272	142	261	420	415	284	318	155	298	181	187	312	373	29	283	0	0	0	1	0	0	188	0
HOG0004014	29	232	6728	676	10.048	151	0.651	42	0.181	241	130	434	587	450	306	133	399	422	515	284	294	145	268	174	311	342	373	46	198	0	0	0	0	0	0	676	0
HOG0004015	30	251	7530	404	5.365	100	0.398	61	0.243	233	174	597	630	501	391	120	396	497	571	257	319	258	375	313	619	313	299	30	233	0	0	0	0	0	0	404	0
HOG0004025	27	482	13014	182	1.398	333	0.691	202	0.419	1676	32	435	1736	335	454	219	336	599	1538	214	439	280	751	1208	1304	526	385	29	336	0	0	0	36	0	0	146	0
HOG0004043	19	540	10260	672	6.55	439	0.813	306	0.567	645	97	384	538	566	400	327	382	815	907	289	533	478	464	480	786	590	477	120	310	0	0	0	0	0	0	672	0
HOG0004071	30	134	4020	81	2.015	76	0.567	60	0.448	319	103	231	153	122	111	89	180	221	468	153	123	248	93	159	282	210	385	60	229	0	0	0	0	0	0	81	0
HOG0004073	29	470	13630	298	2.186	212	0.451	60	0.128	546	262	640	923	599	612	491	797	765	1216	177	680	851	957	740	1093	745	596	169	473	0	0	0	0	0	0	298	0
HOG0004074	27	537	14499	756	5.214	223	0.415	97	0.181	783	180	840	897	515	815	481	815	808	1123	266	481	809	832	716	1196	857	755	154	420	0	0	0	0	0	0	756	0
HOG0004109	27	329	8883	710	7.993	256	0.778	166	0.505	1006	227	256	439	283	798	108	170	516	421	86	201	990	277	418	750	404	335	106	382	0	0	0	0	0	0	710	0
HOG0004110	29	318	9222	320	3.47	152	0.478	73	0.23	1159	171	249	467	306	573	226	214	534	470	264	436	773	368	454	803	370	488	143	434	0	0	0	14	0	0	306	0
HOG0004112	30	134	4020	88	2.189	66	0.493	26	0.194	90	115	337	288	124	262	120	138	200	445	142	205	123	200	294	88	202	339	90	130	0	0	0	0	0	0	88	0
HOG0004121	28	360	10080	110	1.091	127	0.353	64	0.178	626	107	681	734	420	448	284	540	913	1027	366	353	440	391	441	458	566	617	139	419	0	0	0	0	0	0	110	0
HOG0004122	28	349	9772	0	0.0	53	0.152	26	0.074	586	113	687	745	376	422	290	494	562	1132	298	414	511	384	488	535	518	646	141	430	0	0	0	0	0	0	0	0
HOG0004157	26	252	6552	330	5.037	92	0.365	9	0.036	557	99	326	196	197	881	150	276	271	447	148	252	600	169	198	363	367	375	25	325	0	0	0	3	0	0	327	0
HOG0004158	25	253	6325	348	5.502	120	0.474	49	0.194	420	97	342	181	193	901	119	307	279	426	150	272	602	117	184	349	383	346	29	280	0	0	0	4	0	0	344	0
HOG0004176	18	401	7218	541	7.495	243	0.606	161	0.401	403	92	302	315	297	295	211	428	376	598	156	377	381	176	268	632	438	470	209	253	0	0	0	0	0	0	541	0
HOG0004179	28	153	4284	110	2.568	64	0.418	46	0.301	235	56	200	401	206	299	125	285	280	289	155	91	140	119	291	265	181	355	107	94	0	0	0	0	0	0	110	0
HOG0004184	31	201	6231	155	2.488	93	0.463	16	0.08	475	125	512	687	62	451	34	320	370	452	398	384	65	418	447	311	225	277	31	32	0	0	0	0	0	0	155	0
HOG0004188	30	475	14250	768	5.389	192	0.404	131	0.276	1038	403	812	861	326	1219	174	1141	888	1012	148	552	753	410	790	1010	617	1073	5	250	0	0	0	0	0	0	768	0
HOG0004238	30	2603	78090	696	0.891	1155	0.444	484	0.186	5657	1206	4936	4909	2445	8095	1711	4498	5162	3988	1058	2899	6153	2134	2423	4677	4757	7540	513	2633	0	0	0	8	0	0	688	0
HOG0004243	25	420	10500	666	6.343	359	0.855	204	0.486	850	111	248	471	258	897	565	214	451	1103	223	250	1002	570	618	984	558	226	93	142	0	0	0	0	0	0	666	0
HOG0004259	28	435	12180	377	3.095	258	0.593	204	0.469	940	480	296	532	572	601	343	693	249	1525	258	400	686	338	623	1240	630	810	344	243	0	0	0	0	0	0	377	0
HOG0004269	27	848	22896	467	2.04	510	0.601	278	0.328	1145	498	733	1575	1582	1296	592	1480	1204	2733	844	846	876	821	971	1491	984	1478	353	927	0	0	0	0	0	0	467	0
HOG0004276	29	352	10208	414	4.056	209	0.594	132	0.375	1353	157	275	579	295	548	682	293	558	934	316	227	869	427	503	878	269	467	58	106	0	0	0	1	0	0	413	0
HOG0004279	30	401	12030	464	3.857	108	0.269	57	0.142	1427	173	300	590	265	723	923	453	648	937	429	378	863	358	501	1545	500	375	60	118	0	0	0	2	0	0	462	0
HOG0004285	31	342	10602	159	1.5	240	0.702	145	0.424	776	140	282	465	604	792	205	965	462	1395	213	400	333	229	152	960	603	945	159	363	0	0	0	0	0	0	159	0
HOG0004346	31	558	17298	326	1.885	196	0.351	67	0.12	1368	73	888	2421	481	454	359	778	1801	1610	469	640	482	1372	1218	614	785	612	152	395	0	0	0	0	0	0	326	0
HOG0004360	29	694	20126	1110	5.515	559	0.805	468	0.674	1278	388	843	1132	624	1087	339	601	1045	1764	584	843	1621	963	912	2217	1284	1228	80	183	0	0	0	1	0	0	1109	0
HOG0004415	27	400	10800	1225	11.343	207	0.517	113	0.282	1650	135	180	458	249	1022	608	241	477	548	257	298	987	362	419	765	205	199	108	407	0	0	0	2	0	0	1223	0
HOG0004418	28	403	11284	141	1.25	74	0.184	28	0.069	876	438	388	475	444	706	328	420	361	1066	333	401	899	815	689	905	516	692	111	280	0	0	0	4	0	0	137	0
HOG0004433	29	418	12122	1295	10.683	281	0.672	111	0.266	855	458	350	334	790	633	230	547	459	1083	186	394	819	208	657	969	738	619	152	346	0	0	0	0	0	0	1295	0
HOG0004454	19	433	8227	480	5.834	125	0.289	61	0.141	319	155	483	302	433	342	180	575	445	653	188	389	340	127	424	583	647	559	193	410	0	0	0	0	0	0	480	0
HOG0004462	31	785	24335	2818	11.58	607	0.773	473	0.603	1154	342	1383	1986	735	1168	530	1156	2546	1736	443	1158	861	797	813	1925	1085	1139	169	391	0	0	0	12	0	0	2806	0
HOG0004503	30	512	15360	455	2.962	239	0.467	111	0.217	1357	410	675	1111	767	1208	169	849	1179	1280	256	592	808	603	532	667	934	1010	173	325	0	0	0	1	0	0	454	0
HOG0004509	19	493	9367	41	0.438	379	0.769	284	0.576	584	212	664	538	253	626	219	366	850	808	334	609	264	449	470	880	395	511	58	236	0	0	0	0	0	0	41	0
HOG0004575	26	662	17212	638	3.707	456	0.689	301	0.455	926	333	989	880	870	1272	405	770	907	1656	260	696	994	434	854	1242	929	1393	256	508	0	0	0	9	0	0	629	0
HOG0004594	30	769	23070	122	0.529	253	0.329	160	0.208	1545	376	1183	1219	1111	1494	633	1175	1564	2228	816	761	988	921	1153	1606	1315	1287	564	1009	0	0	0	0	0	0	122	0
HOG0004613	31	694	21514	805	3.742	437	0.63	275	0.396	906	396	1102	1270	826	796	773	990	985	2328	494	672	1166	1857	865	2309	1119	1055	181	619	0	0	0	1	0	0	804	0
HOG0004645	26	344	8944	401	4.483	178	0.517	105	0.305	605	242	186	198	635	361	109	689	356	885	174	522	376	157	381	655	421	987	213	391	0	0	0	2	0	0	399	0
HOG0004647	29	400	11600	140	1.207	209	0.522	148	0.37	1021	451	305	275	714	449	222	590	244	1305	279	403	680	455	915	1082	551	850	273	396	0	0	0	0	0	0	140	0
HOG0004649	28	450	12600	448	3.556	259	0.576	183	0.407	944	353	335	602	680	486	148	858	681	1189	146	497	857	465	678	1090	710	815	271	347	0	0	0	0	0	0	448	0
HOG0004657	28	949	26572	1073	4.038	664	0.7	361	0.38	2224	367	1538	1469	774	1559	492	856	862	2698	239	1220	1924	1079	1427	2390	1160	2340	90	791	0	0	0	2	0	0	1071	0
HOG0004658	30	1022	30660	712	2.322	640	0.626	104	0.102	2450	644	1857	2154	1048	2050	566	1100	873	2634	316	1401	1948	1448	1661	2848	1501	2400	87	962	0	0	0	31	0	0	681	0
HOG0004668	16	571	9136	119	1.303	237	0.415	73	0.128	635	169	476	737	445	558	239	433	568	955	248	397	339	493	459	492	396	562	91	325	0	0	0	0	0	0	119	0
HOG0004685	20	376	7520	360	4.787	318	0.846	237	0.63	421	117	311	409	353	608	211	482	441	724	128	251	356	269	365	376	407	534	91	306	0	0	0	0	0	0	360	0
HOG0004699	28	193	5404	37	0.685	51	0.264	34	0.176	339	94	391	303	283	142	216	378	587	589	92	338	33	262	203	322	260	365	0	170	0	0	0	0	0	0	37	0
HOG0004704	30	827	24810	665	2.68	200	0.242	122	0.148	1944	269	1770	1862	731	1624	604	1128	1488	2129	556	1243	1157	1044	1092	2005	1428	1200	324	547	0	0	0	0	0	0	665	0
HOG0004706	28	374	10472	299	2.855	202	0.54	105	0.281	1010	333	251	424	599	628	148	367	330	1076	129	257	841	359	441	788	736	1020	32	404	0	0	0	0	0	0	299	0
HOG0004738	30	254	7620	185	2.428	22	0.087	10	0.039	287	60	494	705	205	206	145	640	645	860	225	377	341	236	410	429	379	525	29	237	0	0	0	0	0	0	185	0
HOG0004743	28	136	3808	65	1.707	69	0.507	17	0.125	138	112	164	152	299	530	133	218	376	152	85	188	147	84	91	274	262	255	27	56	0	0	0	0	0	0	65	0
HOG0004791	30	253	7590	595	7.839	180	0.711	127	0.502	494	328	296	776	272	198	114	313	258	489	269	307	347	317	539	815	305	279	96	183	0	0	0	0	0	0	595	0
HOG0004821	30	280	8400	76	0.905	125	0.446	44	0.157	534	117	522	697	445	431	202	505	618	712	203	505	537	530	305	455	271	421	60	254	0	0	0	0	0	0	76	0
HOG0004823	30	321	9630	206	2.139	85	0.265	23	0.072	579	121	516	908	421	503	345	406	731	661	205	456	547	652	335	802	315	541	89	291	0	0	0	0	0	0	206	0
HOG0004851	29	335	9715	190	1.956	183	0.546	63	0.188	374	655	1022	625	276	678	307	389	598	641	127	323	298	583	555	779	457	325	169	344	0	0	0	0	0	0	190	0
HOG0004860	31	373	11563	311	2.69	134	0.359	85	0.228	1091	56	584	995	508	755	293	606	845	1078	183	456	567	486	557	637	420	665	57	413	0	0	0	0	0	0	311	0
HOG0004868	30	749	22470	493	2.194	330	0.441	141	0.188	1899	464	985	1548	774	2041	357	1325	1191	1901	704	1023	612	721	1363	1217	1238	1728	238	648	0	0	0	1	0	0	492	0
HOG0004876	29	396	11484	161	1.402	133	0.336	83	0.21	709	299	353	655	732	720	258	611	504	1148	381	394	452	318	989	946	618	724	58	454	0	0	0	0	0	0	161	0
HOG0004900	28	198	5544	152	2.742	156	0.788	111	0.561	403	214	183	145	208	484	202	387	210	384	122	293	253	207	335	382	276	477	112	115	0	0	0	0	0	0	152	0
HOG0004924	30	822	24660	548	2.222	157	0.191	87	0.106	1783	235	1487	2740	406	1459	832	1531	996	1405	704	1043	1309	1309	1385	2053	1045	1433	59	898	0	0	0	0	0	0	548	0
HOG0004928	29	531	15399	1003	6.513	373	0.702	305	0.574	670	167	674	861	930	740	372	1062	1090	1564	257	740	594	610	657	1140	600	851	216	601	0	0	0	0	0	0	1003	0
HOG0004929	30	548	16440	574	3.491	111	0.203	42	0.077	763	136	898	1113	1028	719	526	1016	1197	1867	261	551	705	687	844	1277	732	848	260	438	0	0	0	0	0	0	574	0
HOG0004962	28	837	23436	1135	4.843	299	0.357	116	0.139	1509	240	1410	1618	1012	1348	607	1408	1477	2057	608	1195	950	761	1450	833	946	1549	330	993	0	0	0	1	0	0	1134	0
HOG0004968	28	111	3108	0	0.0	60	0.541	24	0.216	238	85	80	452	118	341	11	252	179	222	33	98	245	32	141	176	108	187	1	109	0	0	0	0	0	0	0	0
HOG0004970	29	993	28797	253	0.879	392	0.395	240	0.242	1539	887	1700	2270	1119	1528	446	2028	2144	2749	799	1418	1240	1248	1242	2173	1302	1614	232	866	0	0	0	0	0	0	253	0
HOG0004971	28	1011	28308	546	1.929	370	0.366	175	0.173	2179	874	1297	2292	1136	1891	519	1195	1580	2665	742	891	1478	1123	1655	2260	1130	1749	278	828	0	0	0	0	0	0	546	0
HOG0004991	31	529	16399	195	1.189	157	0.297	50	0.095	1198	422	895	1357	524	753	238	1121	803	1651	282	906	843	1096	752	1005	661	1204	185	308	0	0	0	0	0	0	195	0
HOG0004999	28	774	21672	997	4.6	433	0.559	312	0.403	1454	323	973	1948	511	1184	600	675	778	1788	634	529	1398	1056	1613	2124	998	1363	262	464	0	0	0	0	0	0	997	0
HOG0005021	31	657	20367	395	1.939	293	0.446	159	0.242	1531	129	885	1642	999	1917	628	875	1327	2141	445	703	1224	567	909	1299	694	908	403	746	0	0	0	1	0	0	394	0
HOG0005022	29	637	18473	719	3.892	234	0.367	55	0.086	1172	119	980	1174	821	1560	759	884	1196	1924	428	776	799	506	916	1053	721	807	401	758	0	0	0	3	0	0	716	0
HOG0005032	31	604	18724	471	2.515	259	0.429	166	0.275	1102	543	839	1260	618	1924	325	1218	1118	1666	406	744	803	666	700	730	1210	1444	207	730	0	0	0	0	0	0	471	0
HOG0005036	30	277	8310	83	0.999	100	0.361	48	0.173	912	241	470	548	293	590	233	595	382	720	135	196	241	330	414	457	576	629	88	177	0	0	0	0	0	0	83	0
HOG0005065	29	888	25752	802	3.114	306	0.345	123	0.139	1152	671	1318	1821	897	1411	864	1531	1352	2374	682	1263	1478	990	1363	2235	960	1657	262	669	0	0	0	0	0	0	802	0
HOG0005088	31	498	15438	24	0.155	211	0.424	110	0.221	929	565	758	1282	732	670	383	569	1101	1640	492	600	942	386	942	1113	811	797	190	512	0	0	0	0	0	0	24	0
HOG0005089	28	290	8120	90	1.108	184	0.634	73	0.252	452	32	1041	989	333	464	171	339	743	541	209	191	214	290	353	247	379	495	182	365	0	0	0	0	0	0	90	0
HOG0005095	29	305	8845	89	1.006	16	0.052	4	0.013	347	285	691	537	401	670	289	378	308	890	172	345	404	371	579	407	526	548	143	465	0	0	0	0	0	0	89	0
HOG0005126	29	350	10150	416	4.099	269	0.769	220	0.629	646	487	556	851	386	620	185	359	501	829	173	226	604	622	441	786	355	576	222	309	0	0	0	0	0	0	416	0
HOG0005136	28	1782	49896	3191	6.395	1067	0.599	394	0.221	2443	756	2812	3253	1496	3287	1290	2032	2586	3294	872	1850	2557	2268	4069	4632	2359	2642	788	1419	0	0	0	3	0	0	3188	0
HOG0005141	30	909	27270	754	2.765	268	0.295	160	0.176	1254	369	1226	2190	1125	1413	600	1015	1221	2321	601	1629	1395	1323	1680	2268	2058	1421	569	838	0	0	0	1	0	0	753	0
HOG0005177	30	481	14430	247	1.712	345	0.717	191	0.397	1392	215	174	550	865	975	170	1250	519	1799	437	485	706	323	405	1117	639	1222	329	611	0	0	0	0	0	0	247	0
HOG0005178	29	483	14007	508	3.627	281	0.582	201	0.416	1235	281	155	483	891	985	162	1224	453	1679	413	462	683	309	367	1143	710	1143	218	503	0	0	0	0	0	0	508	0
HOG0005180	31	350	10850	574	5.29	110	0.314	77	0.22	623	103	711	1066	369	672	238	483	839	1019	386	426	511	680	509	552	336	477	34	242	0	0	0	0	0	0	574	0
HOG0005190	20	210	4200	234	5.571	62	0.295	6	0.029	224	38	307	263	183	247	1	270	258	301	128	137	131	191	249	312	320	253	41	112	0	0	0	1	0	0	233	0
HOG0005204	28	393	11004	214	1.945	184	0.468	118	0.3	842	246	564	431	420	919	446	423	632	846	279	481	1199	445	490	921	537	308	29	332	0	0	0	0	0	0	214	0
HOG0005215	29	284	8236	418	5.075	217	0.764	58	0.204	812	98	404	511	239	457	59	737	430	787	218	258	269	308	485	432	521	599	80	114	0	0	0	0	0	0	418	0
HOG0005239	27	1559	42093	904	2.148	1125	0.722	869	0.557	3193	2784	1955	3046	1429	3220	1195	1028	1598	3667	589	1652	2015	2641	2557	3340	1989	1913	438	940	0	0	0	0	0	0	904	0
HOG0005266	29	340	9860	215	2.181	266	0.782	93	0.274	873	64	415	1178	358	300	189	335	694	891	199	379	248	745	567	841	624	448	124	173	0	0	0	0	0	0	215	0
HOG0005267	31	353	10943	421	3.847	194	0.55	73	0.207	664	126	601	1245	351	356	187	425	914	952	116	496	203	820	650	977	760	480	116	83	0	0	0	3	0	0	418	0
HOG0005278	24	335	8040	1351	16.803	251	0.749	167	0.499	668	102	120	268	456	507	151	561	131	646	170	252	341	208	303	509	425	552	112	207	0	0	0	0	0	0	1351	0
HOG0005280	29	273	7917	98	1.238	110	0.403	68	0.249	848	87	163	350	513	595	265	424	93	923	193	270	391	267	391	574	424	735	142	171	0	0	0	0	0	0	98	0
HOG0005283	30	427	12810	376	2.935	65	0.152	21	0.049	1332	237	644	788	329	922	550	813	383	1147	264	449	806	441	828	651	661	900	86	203	0	0	0	1	0	0	375	0
HOG0005305	26	611	15886	134	0.844	173	0.283	87	0.142	788	268	837	952	485	960	340	790	793	1327	412	686	855	1010	1304	1677	812	753	116	587	0	0	0	0	0	0	134	0
HOG0005322	22	184	4048	165	4.076	106	0.576	26	0.141	264	118	88	260	81	268	80	282	280	366	171	173	160	209	172	295	135	221	107	153	0	0	0	0	0	0	165	0
HOG0005323	18	406	7308	580	7.937	224	0.552	43	0.106	529	129	154	489	118	726	86	350	364	643	194	277	242	395	414	508	338	417	130	225	0	0	0	0	0	0	580	0
HOG0005325	27	397	10719	290	2.705	106	0.267	67	0.169	796	167	323	750	228	870	191	654	606	1030	372	379	355	514	649	898	475	619	222	331	0	0	0	0	0	0	290	0
HOG0005368	30	590	17700	771	4.356	136	0.231	54	0.092	1425	94	472	1479	466	1221	409	1366	1298	1263	211	775	1084	1094	767	1093	928	1122	56	306	0	0	0	0	0	0	771	0
HOG0005372	29	1137	32973	1540	4.67	608	0.535	320	0.281	1758	425	1994	2917	1095	2144	420	2078	3399	2051	636	1064	1740	911	1358	1510	1862	2682	491	898	0	0	0	1	0	0	1539	0
HOG0005382	30	400	12000	148	1.233	93	0.233	32	0.08	1210	148	942	910	398	981	182	794	698	1020	251	603	446	295	445	761	417	935	91	325	0	0	0	6	0	0	142	0
HOG0005383	30	315	9450	24	0.254	191	0.606	159	0.505	667	470	205	274	872	268	194	645	531	1186	304	329	365	294	379	684	448	696	144	471	0	0	0	0	0	0	24	0
HOG0005408	29	391	11339	102	0.9	168	0.43	129	0.33	969	365	303	520	623	374	252	766	555	1337	212	298	475	263	427	1091	844	966	142	455	0	0	0	0	0	0	102	0
HOG0005416	28	467	13076	372	2.845	294	0.63	124	0.266	1109	116	821	1205	246	1189	368	267	672	1605	322	241	660	401	985	703	375	1049	110	260	0	0	0	2	0	0	370	0
HOG0005418	31	453	14043	301	2.143	146	0.322	90	0.199	838	444	804	857	430	723	252	962	671	1493	463	510	777	684	801	1271	521	772	59	410	0	0	0	0	0	0	301	0
HOG0005432	30	389	11670	123	1.054	27	0.069	2	0.005	686	119	802	856	444	654	147	1043	652	1070	446	474	329	598	768	420	766	828	117	328	0	0	0	0	0	0	123	0
HOG0005439	29	140	4060	154	3.793	26	0.186	0	0.0	245	112	333	82	171	164	133	260	249	334	57	144	423	162	110	311	197	171	80	168	0	0	0	0	0	0	154	0
HOG0005444	27	607	16389	353	2.154	312	0.514	123	0.203	1084	402	848	1018	456	1326	562	763	996	1605	180	489	1117	654	787	1423	738	830	268	490	0	0	0	2	0	0	351	0
HOG0005457	30	368	11040	369	3.342	162	0.44	104	0.283	1260	184	264	362	339	496	311	446	1017	867	146	542	895	379	393	1283	687	607	12	181	0	0	0	0	0	0	369	0
HOG0005465	31	2071	64201	2397	3.734	1118	0.54	599	0.289	3883	1281	3053	4509	3310	2531	1989	3163	4796	6853	1383	2441	2658	2663	3013	5075	2886	3623	383	2311	0	0	0	1	0	0	2396	0
HOG0005467	31	153	4743	104	2.193	53	0.346	26	0.17	233	95	258	519	334	132	51	332	441	553	154	123	63	194	225	217	152	288	60	215	0	0	0	0	0	0	104	0
HOG0005469	29	142	4118	16	0.389	25	0.176	0	0.0	175	116	232	404	259	116	29	287	431	603	84	87	60	228	205	177	119	231	58	201	0	0	0	0	0	0	16	0
HOG0005486	29	1026	29754	829	2.786	270	0.263	149	0.145	1774	598	1759	1238	1096	1664	1004	1348	1790	2428	771	1385	1891	1107	1538	2759	1712	1837	231	995	0	0	0	1	0	0	828	0
HOG0005488	31	492	15252	420	2.754	260	0.528	196	0.398	1213	211	220	747	1209	1302	63	1262	547	1595	454	443	682	472	554	1080	833	1468	176	301	0	0	0	0	0	0	420	0
HOG0005495	20	462	9240	26	0.281	25	0.054	3	0.006	642	301	557	597	179	530	258	496	716	962	377	282	441	340	456	858	339	464	41	378	0	0	0	0	0	0	26	0
HOG0005500	31	348	10788	78	0.723	111	0.319	69	0.198	836	341	458	805	464	1000	299	864	941	969	276	498	353	402	201	412	570	839	58	124	0	0	0	0	0	0	78	0
HOG0005513	30	283	8490	142	1.673	96	0.339	36	0.127	621	34	438	469	464	938	111	366	716	776	95	528	175	206	186	628	831	324	118	324	0	0	0	0	0	0	142	0
HOG0005518	31	539	16709	235	1.406	192	0.356	119	0.221	1037	181	1102	1401	615	1035	365	657	1321	1651	365	631	670	597	893	911	1063	913	342	724	0	0	0	0	0	0	235	0
HOG0005522	29	310	8990	532	5.918	152	0.49	22	0.071	466	200	247	778	361	404	327	451	477	805	297	282	327	369	611	722	584	280	167	303	0	0	0	0	0	0	532	0
HOG0005536	24	133	3192	18	0.564	72	0.541	18	0.135	165	72	233	455	47	184	23	97	210	334	69	5	253	146	257	165	109	232	25	93	0	0	0	0	0	0	18	0
HOG0005543	29	162	4698	62	1.32	67	0.414	24	0.148	352	2	369	509	389	318	40	255	395	273	242	220	141	184	201	139	271	219	1	116	0	0	0	0	0	0	62	0
HOG0005545	26	345	8970	662	7.38	284	0.823	197	0.571	666	319	413	427	329	639	377	74	348	766	238	102	1057	227	556	755	459	174	98	284	0	0	0	3	0	0	659	0
HOG0005548	31	675	20925	805	3.847	305	0.452	162	0.24	1510	822	663	737	1580	1119	225	1718	1132	2412	519	663	725	575	792	1004	1141	1525	306	952	0	0	0	0	0	0	805	0
